event_date,session_timestamp,event_wday,user_id,user_customer_id,session_duration_microseconds,visited_personalised_store,personalise_store_pageviews,visited_purposeful_shelves,purposeful_shelves_pageviews,visited_digi_me,digi_me_pageviews,entered_store,entered_purposeful_shelves,entered_dm,entered_welcome
06/09/2022,1.66248E+15,Tuesday,1FF256035BA247B0AF2480887ABD0434,0HvwSMtHYxPlehKCj1ALRXRixRF2,4505546012,0,0,1,4,0,0,1,1,0,1
06/09/2022,1.66246E+15,Tuesday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,3430933008,1,1,1,4,0,0,1,1,1,1
06/09/2022,1.66246E+15,Tuesday,B5B16DB35477465DA2AD1DBB01EB71EC,0PPfsV1L1YdzrBzloi3YV5WEV8C2,25222068026,0,0,1,1,0,0,1,1,0,1
08/09/2022,1.66264E+15,Thursday,B5B16DB35477465DA2AD1DBB01EB71EC,0PPfsV1L1YdzrBzloi3YV5WEV8C2,472826008,1,1,0,0,0,0,1,0,0,1
08/09/2022,1.66263E+15,Thursday,1FF256035BA247B0AF2480887ABD0434,u5rBcShPqHO2Pyvg0Xwi4kZdsvR2,12750409005,1,3,0,0,0,0,1,1,0,1
21/07/2022,1.65842E+15,Thursday,6073C1FFAA26452A922E43F33F55EDA6,XvOwFcduWGfVfFdY7Dr4kOMHrhf2,10476042001,0,0,0,0,0,0,1,0,0,1
04/08/2022,1.6596E+15,Thursday,B6D2710FBB0A4E77805D055D8450A394,c0bB50ZnccO2HKJWlvTypdxWPo32,15548372000,0,0,0,0,0,0,1,1,0,1
04/08/2022,1.65961E+15,Thursday,8e55428a05c2f2cf61c4693764d57a13,jQCdI1W0U5YJYZBzp21cAHbieeg1,128210002,0,0,0,0,0,0,1,1,0,1
04/08/2022,1.6596E+15,Thursday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,19186252001,0,0,0,0,0,0,1,1,0,1
04/08/2022,1.6596E+15,Thursday,21238cfdbe0ac848fcf16e61b60a519a,90WdcgrBqrg4Ojr6APmWuhBXd3O2,27666735114,0,0,0,0,0,0,1,1,1,1
04/08/2022,1.65962E+15,Thursday,fc6f61992a68474bc830aa306bbdf0cb,s5sMqCayngaywqUZPIfa47lxMsm2,10995351051,0,0,0,0,0,0,1,1,1,1
04/08/2022,1.6596E+15,Thursday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,21569269001,0,0,0,0,0,0,1,0,1,0
04/08/2022,1.65962E+15,Thursday,9A6EDE6540B54BE2987FCEDDF4986A76,fvvpm6afISaFbcNa4GF7m62D83n2,16888713003,0,0,0,0,0,0,1,1,1,1
04/08/2022,1.65957E+15,Thursday,12b8871209c2c81f891fd66ac6663867,K9KeA6etCVe1opm6b1ThDsMiVW33,68774346084,1,2,0,0,0,0,1,1,1,1
15/09/2022,1.66324E+15,Thursday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,15449905009,0,0,0,0,0,0,1,0,1,0
15/09/2022,1.66323E+15,Thursday,B5B16DB35477465DA2AD1DBB01EB71EC,0PPfsV1L1YdzrBzloi3YV5WEV8C2,2196640015,0,0,0,0,0,0,1,0,1,1
16/06/2022,1.65539E+15,Thursday,6da67bb2aaf21867f35a6e537c93e555,sif4IFFqSkh4Z7UqmpS5witqzfS2,0,0,0,0,0,0,0,1,0,1,0
16/06/2022,1.65537E+15,Thursday,85fa5a601fce80d0cb60c1b7f300b0d4,f9KIUXkHopaZ15vvuFxlniG6Gne2,1954318009,0,0,0,0,0,0,1,0,0,1
16/06/2022,1.65539E+15,Thursday,65fe7b5d2163cf33a20fdb612bdd1004,hPGNI11lKYXyqJa8LpewjgHuCGM2,7540695099,0,0,0,0,0,0,1,1,0,1
16/06/2022,1.65537E+15,Thursday,86FC2908B7304681B89E431C2323B84E,jYyik9BEmbX4yfEZiFocRIiHwh12,48472010,0,0,0,0,0,0,1,1,0,1
29/09/2022,1.66444E+15,Thursday,425BE6D7542E48E293126C8DECE56983,059VyWLoggdNE5iYtEKRPmN0Sk03,24850602000,0,0,0,0,0,0,1,0,0,0
29/09/2022,1.66444E+15,Thursday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,17775567048,1,3,0,0,0,0,1,1,1,1
01/09/2022,1.66203E+15,Thursday,e50c33907c8ebe3556ef71747003327a,rvAjPBZYANgxmKBx6qP8Afg7ePO2,445266004,0,0,0,0,0,0,1,1,0,0
01/09/2022,1.66204E+15,Thursday,81a509c7049ce926e3ebcdbac49fff0e,Qz1zcnjp3gc7VP3nmmmCYfWViyF3,6702237004,0,0,0,0,0,0,1,1,1,1
01/09/2022,1.66204E+15,Thursday,70887D5A67A34259B76CC0E53B2E8CE7,LVYPweqplrfRruhleOlbpY44dwd2,191075032,1,2,0,0,0,0,1,1,1,1
07/07/2022,1.65719E+15,Thursday,ad6990b030b71b9731d5c99ce9d8a3e2,EwG7FHnawNhQZygZO4KAX8eMVDH2,59064002,0,0,0,0,0,0,1,0,1,0
07/07/2022,1.65721E+15,Thursday,B6D2710FBB0A4E77805D055D8450A394,RrFRxE3TxhfRM7uFqVMaeflr3nA2,104660000,0,0,0,0,0,0,1,0,0,0
07/07/2022,1.65721E+15,Thursday,0E67AFFD303E4A698E324EA929E477BF,1ZqWckV3xRQJZsRI7isnruzQjq02,527284005,0,0,0,0,0,0,1,0,0,1
18/08/2022,1.66081E+15,Thursday,12b8871209c2c81f891fd66ac6663867,K9KeA6etCVe1opm6b1ThDsMiVW33,28381132001,0,0,0,0,0,0,1,0,0,0
25/08/2022,1.66144E+15,Thursday,3CB69E374DCE47D5B96BC2C2A38C62A8,QOm0dFM4I0cVBydFtaJMWpgDYms1,317429006,0,0,0,0,0,0,1,0,0,0
28/07/2022,1.659E+15,Thursday,5F14381EF7B640169F7D4496AFEECAD4,YkI4myH3iqYyVbOlePYRus6S2OO2,46168009,0,0,0,0,0,0,1,0,0,0
28/07/2022,1.659E+15,Thursday,24E67F68C97C46CA94C83083EE5BFF18,GyQYQpYoUNcWxOJKtyGe5MxXD9j2,1412013021,0,0,0,0,0,0,1,1,0,0
28/07/2022,1.659E+15,Thursday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,20146843001,0,0,0,0,0,0,1,1,1,1
28/07/2022,1.659E+15,Thursday,b91328642125c34635dc9abbdb4d4d38,BvsIWW02yVXShz0IPtjU0UDsNra2,2527035001,1,1,0,0,0,0,1,1,0,0
14/07/2022,1.65775E+15,Thursday,12b8871209c2c81f891fd66ac6663867,K9KeA6etCVe1opm6b1ThDsMiVW33,81100645002,0,0,0,0,0,0,1,0,0,0
22/09/2022,1.66386E+15,Thursday,36E0E136FB2D4202A45338787E74E15A,WU2VRzt3HxcDqDp0Aq702HK2Jup2,255167002,0,0,0,0,0,0,1,1,0,1
22/09/2022,1.66383E+15,Thursday,B5B16DB35477465DA2AD1DBB01EB71EC,SEDOsWrhcGMeeFW52zn3yHR0uc32,22622112012,0,0,0,0,0,0,1,1,1,1
22/09/2022,1.66383E+15,Thursday,425BE6D7542E48E293126C8DECE56983,059VyWLoggdNE5iYtEKRPmN0Sk03,32659061001,0,0,0,0,0,0,1,1,0,1
06/10/2022,1.66506E+15,Thursday,B4A463931C134FE4B238E672B68CF247,cN3zZBpXzCV9FgfMmAHdHqZrK3u2,117323005,0,0,0,0,0,0,1,0,0,0
06/10/2022,1.66506E+15,Thursday,6073C1FFAA26452A922E43F33F55EDA6,m7B3CDKCROWoPWwEF9VZVgNzk9r2,2603463005,0,0,0,0,0,0,1,1,0,0
06/10/2022,1.66504E+15,Thursday,425BE6D7542E48E293126C8DECE56983,059VyWLoggdNE5iYtEKRPmN0Sk03,410009015,0,0,0,0,0,0,1,0,0,1
08/09/2022,1.66264E+15,Thursday,0DF35A4E5D2843B088016A4BE4166BB4,ZS2eVjolJCS4kWylHOo9MfMAv6u1,9404446000,1,2,1,9,0,0,1,1,0,1
08/09/2022,1.66264E+15,Thursday,6073C1FFAA26452A922E43F33F55EDA6,m7B3CDKCROWoPWwEF9VZVgNzk9r2,5908346013,0,0,1,2,0,0,1,1,0,1
21/07/2022,1.65841E+15,Thursday,890AF9D4FA8D412D920C49789ACC2ABA,mZhPRMCe6ihCGgr4WLNKA74Lfcq2,10492650007,0,0,1,31,0,0,1,1,1,1
30/06/2022,1.65657E+15,Thursday,A2ECCB4200624749A49AEEEB39069423,CK8zzagBwJaJz3eygIuvIWBL4Mu1,34907270009,0,0,1,2,0,0,1,1,1,1
30/06/2022,1.65657E+15,Thursday,e4e33b3c42f3c05e6ecc113b4532e044,K9KeA6etCVe1opm6b1ThDsMiVW33,13308168004,1,19,1,133,0,0,1,1,1,1
04/08/2022,1.65961E+15,Thursday,E4CF360C9F58428D8006C9FD4EF2DD4B,CyO6Oe0HxvRZXxoianKOENkSRki2,18904131016,0,0,1,1,0,0,1,1,1,1
04/08/2022,1.65961E+15,Thursday,65fe7b5d2163cf33a20fdb612bdd1004,7iGXxZpjIKhKg3WYwbBb5ityvki2,25138797027,1,4,1,35,0,0,1,1,1,1
15/09/2022,1.66325E+15,Thursday,1FF256035BA247B0AF2480887ABD0434,K9ffHGwcTGhckoDxos4N5WDAj4o1,761991016,0,0,1,4,0,0,1,1,1,1
15/09/2022,1.66323E+15,Thursday,0DF35A4E5D2843B088016A4BE4166BB4,ZS2eVjolJCS4kWylHOo9MfMAv6u1,37294751006,1,1,1,23,0,0,1,1,1,1
16/06/2022,1.6554E+15,Thursday,412dfa3b46d33e1c67a82946bccd5a45,CK8zzagBwJaJz3eygIuvIWBL4Mu1,5142015041,1,3,1,82,0,0,1,1,0,1
29/09/2022,1.66446E+15,Thursday,5F28E9BD325C4451ADD4E93261D9AF3F,OAwowIPY07NOtYUF3ViyxEItUNM2,2421167000,0,0,1,5,0,0,1,0,0,1
29/09/2022,1.66446E+15,Thursday,B4A463931C134FE4B238E672B68CF247,cN3zZBpXzCV9FgfMmAHdHqZrK3u2,6455985003,0,0,1,5,0,0,1,1,0,1
29/09/2022,1.66446E+15,Thursday,0DF35A4E5D2843B088016A4BE4166BB4,ZS2eVjolJCS4kWylHOo9MfMAv6u1,9354192000,0,0,1,1,0,0,1,1,0,1
29/09/2022,1.66444E+15,Thursday,1FF256035BA247B0AF2480887ABD0434,qn0hSmruuzO3NqaBbXqWBBy1zEs2,21409503011,1,1,1,13,0,0,1,1,1,1
29/09/2022,1.66444E+15,Thursday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,16178574017,1,3,1,7,0,0,1,1,0,0
01/09/2022,1.66203E+15,Thursday,da866b673b7c3b8be1cddedb7b4b8ea3,5tSSQoC52lNpgQ9bi736xWfl1cF2,3633739015,0,0,1,18,0,0,1,1,0,1
01/09/2022,1.66203E+15,Thursday,54DE3B08C179454BACFE0ABBC3950735,oRO6lo05lSR2IZEpkYQk0ewQjBW2,268873076,0,0,1,3,0,0,1,1,0,1
01/09/2022,1.66203E+15,Thursday,4EA568840ED64A69AB203159C15B12A3,OlVAIcxa7ybnHdhGqcBeUqqeG5k1,781179062,0,0,1,12,0,0,1,1,0,1
01/09/2022,1.66203E+15,Thursday,2293B8E9122F450F8F7837419B8D896A,yRbRtm3dLsY2CoC0HKYJLmNfVa13,2305268007,0,0,1,2,0,0,1,1,1,1
01/09/2022,1.66204E+15,Thursday,CA987884BA0A47A4AF602B365E8F0E82,61gdPddDxtQcBdQycs15Z8UhYHl2,6818554001,1,9,1,17,0,0,1,1,1,1
07/07/2022,1.65718E+15,Thursday,0f048677ad4a48d30e81501da52c8543,9HOR7rk4BINKxYHJ6kcGJ2Tr57o1,17940331000,1,3,1,49,0,0,1,1,1,1
18/08/2022,1.66084E+15,Thursday,9A6EDE6540B54BE2987FCEDDF4986A76,61gdPddDxtQcBdQycs15Z8UhYHl2,1416463009,0,0,1,2,0,0,1,1,1,1
25/08/2022,1.66142E+15,Thursday,7EB95B87E2394E79A0AE9F92E5B3085A,DXD5rUp8htW2y0pkbXN3z6oJWFt2,1138357993,1,1,1,11,0,0,1,1,0,0
25/08/2022,1.66142E+15,Thursday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,6691978999,1,5,1,1,0,0,1,1,1,1
28/07/2022,1.659E+15,Thursday,fc6f61992a68474bc830aa306bbdf0cb,s5sMqCayngaywqUZPIfa47lxMsm2,8909693006,1,2,1,11,0,0,1,1,1,1
28/07/2022,1.659E+15,Thursday,b90433f4bd48885acace0d3c31c40fff,cCRbQda0h8S2c2q7hT4rlx3vICJ3,479715005,0,0,1,24,0,0,1,1,1,1
22/09/2022,1.66385E+15,Thursday,19fb71d264a3a94997f18064f5088df5,sbHX9TCBrdRjtBRqD5i3VCr6Uma2,7045093091,0,0,1,66,0,0,1,1,0,1
22/09/2022,1.66385E+15,Thursday,38FAD4AA5FE443718B57BE2AA29CB06C,xJPhZQDZozYXDyOqDP8hq4POuNg1,1425994011,0,0,1,3,0,0,1,1,1,1
22/09/2022,1.66383E+15,Thursday,1FF256035BA247B0AF2480887ABD0434,qn0hSmruuzO3NqaBbXqWBBy1zEs2,18642351011,1,2,1,11,0,0,1,1,1,1
22/09/2022,1.66384E+15,Thursday,0DF35A4E5D2843B088016A4BE4166BB4,ZS2eVjolJCS4kWylHOo9MfMAv6u1,10234519000,1,3,1,9,0,0,1,1,0,1
06/10/2022,1.66504E+15,Thursday,1FF256035BA247B0AF2480887ABD0434,qn0hSmruuzO3NqaBbXqWBBy1zEs2,21676862001,1,17,1,28,0,0,1,1,1,1
06/10/2022,1.66505E+15,Thursday,132e99056f3b738630b5081716dbf2c0,HNlD2D4fU8YydtPAeaN3WOzVNdG3,1132737010,0,0,1,81,0,0,1,1,0,1
31/08/2022,1.66195E+15,Wednesday,B5B16DB35477465DA2AD1DBB01EB71EC,0PPfsV1L1YdzrBzloi3YV5WEV8C2,9736810009,0,0,0,0,0,0,1,1,0,0
14/09/2022,1.66315E+15,Wednesday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,13797049026,0,0,0,0,0,0,1,1,1,0
15/06/2022,1.65531E+15,Wednesday,85fa5a601fce80d0cb60c1b7f300b0d4,f9KIUXkHopaZ15vvuFxlniG6Gne2,2000118003,0,0,0,0,0,0,1,0,0,1
03/08/2022,1.65953E+15,Wednesday,12b8871209c2c81f891fd66ac6663867,K9KeA6etCVe1opm6b1ThDsMiVW33,32682975288,0,0,0,0,0,0,1,0,1,0
03/08/2022,1.65951E+15,Wednesday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,13407286013,0,0,0,0,0,0,1,0,1,0
03/08/2022,1.65953E+15,Wednesday,EEA92CF6F0EE4C88A38849F6BDD411DA,9LqXCeXon5VYNuLTSqeG9kiiMFu1,361743002,0,0,0,0,0,0,1,1,0,1
20/07/2022,1.65832E+15,Wednesday,FBA582D4EF2E47088C22BE6184FAF116,40lWHXKtl6T0LrQd3NOJgpBexLI3,1914392000,0,0,0,0,0,0,1,0,0,0
20/07/2022,1.65832E+15,Wednesday,65fe7b5d2163cf33a20fdb612bdd1004,JNOlg7nb0caoxuX50BTT20pJ8aB3,2112599104,1,6,0,0,0,0,1,1,1,1
27/07/2022,1.65891E+15,Wednesday,24E67F68C97C46CA94C83083EE5BFF18,GyQYQpYoUNcWxOJKtyGe5MxXD9j2,20304873022,0,0,0,0,0,0,1,1,1,1
28/09/2022,1.66437E+15,Wednesday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,85934005,1,5,0,0,0,0,1,0,0,1
28/09/2022,1.66436E+15,Wednesday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,11495002005,0,0,0,0,0,0,1,1,0,0
28/09/2022,1.66437E+15,Wednesday,B5B16DB35477465DA2AD1DBB01EB71EC,SEDOsWrhcGMeeFW52zn3yHR0uc32,1492670062,0,0,0,0,0,0,1,1,0,1
28/09/2022,1.66437E+15,Wednesday,425BE6D7542E48E293126C8DECE56983,059VyWLoggdNE5iYtEKRPmN0Sk03,2177459043,0,0,0,0,0,0,1,1,0,0
13/07/2022,1.65772E+15,Wednesday,A2ECCB4200624749A49AEEEB39069423,CK8zzagBwJaJz3eygIuvIWBL4Mu1,90285998,0,0,0,0,0,0,1,1,0,0
24/08/2022,1.66136E+15,Wednesday,B5B16DB35477465DA2AD1DBB01EB71EC,0PPfsV1L1YdzrBzloi3YV5WEV8C2,3554181002,0,0,0,0,0,0,1,1,0,0
24/08/2022,1.66133E+15,Wednesday,06712EB31167440BBB3E7FE69E9FA1DD,SEDOsWrhcGMeeFW52zn3yHR0uc32,5538874007,0,0,0,0,0,0,1,1,0,1
24/08/2022,1.66136E+15,Wednesday,20b8bea38632a01c6acc5226623ca77a,IsphVdDvTkPZ2CuQIHRGCieBJkj2,1657443040,0,0,0,0,0,0,1,1,1,1
17/08/2022,1.66073E+15,Wednesday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,19976322023,0,0,0,0,0,0,1,1,1,0
17/08/2022,1.66072E+15,Wednesday,12b8871209c2c81f891fd66ac6663867,K9KeA6etCVe1opm6b1ThDsMiVW33,43650261001,0,0,0,0,0,0,1,0,1,0
17/08/2022,1.66074E+15,Wednesday,A391EF765A384E7A87892321A332A1EB,SEDOsWrhcGMeeFW52zn3yHR0uc32,83272003,0,0,0,0,0,0,1,0,0,1
21/09/2022,1.66375E+15,Wednesday,bf93d89a18a9ad80016985c107a47a6d,1dt4gEOt86Ru8IaCyFzjAwWOoGG3,0,0,0,0,0,0,0,1,0,0,0
21/09/2022,1.66377E+15,Wednesday,11dbdf35f72474c4b55a7e630bb29d9e,lnScbslfJ5U7Khe3HBGZyVCz3Jg1,555170000,0,0,0,0,0,0,1,1,0,1
21/09/2022,1.66377E+15,Wednesday,1FF256035BA247B0AF2480887ABD0434,qn0hSmruuzO3NqaBbXqWBBy1zEs2,1108752006,0,0,0,0,0,0,1,1,0,1
21/09/2022,1.66377E+15,Wednesday,425BE6D7542E48E293126C8DECE56983,059VyWLoggdNE5iYtEKRPmN0Sk03,2251367001,0,0,0,0,0,0,1,1,0,1
21/09/2022,1.66375E+15,Wednesday,1FF256035BA247B0AF2480887ABD0434,K9ffHGwcTGhckoDxos4N5WDAj4o1,23254444000,0,0,0,0,0,0,1,1,1,1
21/09/2022,1.66375E+15,Wednesday,6073C1FFAA26452A922E43F33F55EDA6,m7B3CDKCROWoPWwEF9VZVgNzk9r2,26591220017,0,0,0,0,0,0,1,1,1,1
21/09/2022,1.66376E+15,Wednesday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,1863226176,1,3,0,0,0,0,1,1,1,1
21/09/2022,1.66375E+15,Wednesday,bf93d89a18a9ad80016985c107a47a6d,lZnh6eX7r1fbnjwSQAh9nwMLVpP2,13713924007,1,5,0,0,0,0,1,1,1,1
21/09/2022,1.66376E+15,Wednesday,ddd328685597e248f7f8637b63ca409a,eJ6qvKq1SIRzTpbPgxRmZEAwO1Z2,11638133003,1,6,0,0,0,0,1,1,1,1
21/09/2022,1.66375E+15,Wednesday,802d14bce7dab89aeaca6d19646c669d,5XDA9ce1lFMBvi3RPkRkykm4Ub42,5433565000,1,6,0,0,0,0,1,1,1,1
10/08/2022,1.66015E+15,Wednesday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,78993002,0,0,0,0,0,0,1,0,0,1
10/08/2022,1.66012E+15,Wednesday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,29923976020,0,0,0,0,0,0,1,1,1,0
31/08/2022,1.66196E+15,Wednesday,CA987884BA0A47A4AF602B365E8F0E82,61gdPddDxtQcBdQycs15Z8UhYHl2,1333737015,0,0,1,2,0,0,1,1,0,1
31/08/2022,1.66196E+15,Wednesday,435E180186744D1FAD851A928FD67CE7,01Ka3xx7ICMTlmMR8RiGzr36Qm42,4290310007,0,0,1,13,0,0,1,1,0,1
31/08/2022,1.66193E+15,Wednesday,6073C1FFAA26452A922E43F33F55EDA6,XvOwFcduWGfVfFdY7Dr4kOMHrhf2,10650247000,1,1,1,1,0,0,1,1,0,1
31/08/2022,1.66193E+15,Wednesday,5F14381EF7B640169F7D4496AFEECAD4,Vd622npvn1Sh8kMzbR45forKJIt1,9478636000,1,4,1,7,0,0,1,1,0,1
14/09/2022,1.66316E+15,Wednesday,1FF256035BA247B0AF2480887ABD0434,K9ffHGwcTGhckoDxos4N5WDAj4o1,18292528006,0,0,1,3,0,0,1,1,0,1
14/09/2022,1.66316E+15,Wednesday,0DF35A4E5D2843B088016A4BE4166BB4,ZS2eVjolJCS4kWylHOo9MfMAv6u1,13326466015,1,1,1,6,0,0,1,1,0,1
15/06/2022,1.6553E+15,Wednesday,a4203e268dc3b2d51e1c89ae62c90161,wNgc5RxnJGfInNfHItcrdA2D8Hz1,10929685001,1,7,1,534,0,0,1,1,0,1
03/08/2022,1.65953E+15,Wednesday,9A6EDE6540B54BE2987FCEDDF4986A76,XSLY8RGwSvQmjWW29jUsrFsnmXd2,13058257006,0,0,1,22,0,0,1,1,1,1
03/08/2022,1.65951E+15,Wednesday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,16939634001,0,0,1,27,0,0,1,1,0,1
29/06/2022,1.6565E+15,Wednesday,e4e33b3c42f3c05e6ecc113b4532e044,K9KeA6etCVe1opm6b1ThDsMiVW33,10463313005,1,2,1,68,0,0,1,1,1,1
20/07/2022,1.65832E+15,Wednesday,890AF9D4FA8D412D920C49789ACC2ABA,mZhPRMCe6ihCGgr4WLNKA74Lfcq2,13415717009,0,0,1,32,0,0,1,1,1,1
20/07/2022,1.6583E+15,Wednesday,65fe7b5d2163cf33a20fdb612bdd1004,hPGNI11lKYXyqJa8LpewjgHuCGM2,21067370017,1,20,1,20,0,0,1,1,1,1
20/07/2022,1.65832E+15,Wednesday,12b8871209c2c81f891fd66ac6663867,K9KeA6etCVe1opm6b1ThDsMiVW33,16807110001,1,21,1,106,0,0,1,1,1,1
27/07/2022,1.65891E+15,Wednesday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,10307447022,1,4,1,1,0,0,1,1,1,1
28/09/2022,1.66437E+15,Wednesday,1FF256035BA247B0AF2480887ABD0434,qn0hSmruuzO3NqaBbXqWBBy1zEs2,2131111015,0,0,1,5,0,0,1,1,0,1
28/09/2022,1.66438E+15,Wednesday,037a65f45e8fb37039108a686bf3ebe1,CCMxG4rXWvcC4J8xUbizjCz9vlq2,9496317001,1,12,1,42,0,0,1,1,0,1
28/09/2022,1.66438E+15,Wednesday,e086b005b05965ffe236c3bcc8546d4b,2YxnK7j2xMfC5IaROt76siUwt3x1,17264048013,1,42,1,251,0,0,1,1,0,1
06/07/2022,1.65712E+15,Wednesday,98487EC375EE4860BB883202AB1AEA8A,e92QUJBruOgQMmFP9XE68gjTm0F2,915434014,0,0,1,17,0,0,1,1,1,1
06/07/2022,1.6571E+15,Wednesday,0f048677ad4a48d30e81501da52c8543,9HOR7rk4BINKxYHJ6kcGJ2Tr57o1,30826185015,1,9,1,222,0,0,1,1,1,1
06/07/2022,1.65711E+15,Wednesday,E4CF360C9F58428D8006C9FD4EF2DD4B,CyO6Oe0HxvRZXxoianKOENkSRki2,2777594010,1,2,1,8,0,0,1,1,0,1
06/07/2022,1.65711E+15,Wednesday,ad6990b030b71b9731d5c99ce9d8a3e2,EwG7FHnawNhQZygZO4KAX8eMVDH2,11291453037,1,25,1,450,0,0,1,1,1,1
13/07/2022,1.6577E+15,Wednesday,890AF9D4FA8D412D920C49789ACC2ABA,mZhPRMCe6ihCGgr4WLNKA74Lfcq2,3278254003,1,2,1,16,0,0,1,1,1,1
13/07/2022,1.6577E+15,Wednesday,12b8871209c2c81f891fd66ac6663867,K9KeA6etCVe1opm6b1ThDsMiVW33,46985776004,1,13,1,76,0,0,1,1,0,1
24/08/2022,1.66136E+15,Wednesday,99a6a26a5615c3d9f44eaafd6050272e,99JO9oraQngRj9kpMGmOzBlzHfq1,390873001,1,6,1,2,0,0,1,1,0,1
24/08/2022,1.66133E+15,Wednesday,5F14381EF7B640169F7D4496AFEECAD4,Vd622npvn1Sh8kMzbR45forKJIt1,27452907000,1,3,1,21,0,0,1,1,0,1
24/08/2022,1.66132E+15,Wednesday,CA987884BA0A47A4AF602B365E8F0E82,61gdPddDxtQcBdQycs15Z8UhYHl2,38664070034,1,8,1,8,0,0,1,1,1,1
17/08/2022,1.66074E+15,Wednesday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,570626020,1,6,1,15,0,0,1,1,0,1
17/08/2022,1.66074E+15,Wednesday,99ea1a7acf477a89dc63bdc9bcbb457d,Jt5BvcmpiUXU107rc1ySvTgTq4A2,11227802040,1,16,1,5,0,0,1,1,1,1
17/08/2022,1.66074E+15,Wednesday,c4b467c2c9d4b62be5ce8cc305ebfde2,1rZ75KW4kxWsnqZ1oP4DUpo9Wdr2,860330050,1,7,1,23,0,0,1,1,1,1
22/06/2022,1.65591E+15,Wednesday,e4e33b3c42f3c05e6ecc113b4532e044,K9KeA6etCVe1opm6b1ThDsMiVW33,13146197040,0,0,1,47,0,0,1,1,1,1
22/06/2022,1.65592E+15,Wednesday,A2ECCB4200624749A49AEEEB39069423,059VyWLoggdNE5iYtEKRPmN0Sk03,3473547013,0,0,1,7,0,0,1,1,1,1
21/09/2022,1.66375E+15,Wednesday,2870cb5ae4f93dba7ae336130a01f15b,1dt4gEOt86Ru8IaCyFzjAwWOoGG3,386710007,1,1,1,12,0,0,1,1,1,1
10/08/2022,1.66014E+15,Wednesday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,11616225024,0,0,1,7,0,0,1,1,1,1
10/08/2022,1.66014E+15,Wednesday,9A6EDE6540B54BE2987FCEDDF4986A76,fvvpm6afISaFbcNa4GF7m62D83n2,2275498002,0,0,1,8,0,0,1,1,1,1
10/08/2022,1.66015E+15,Wednesday,9A6EDE6540B54BE2987FCEDDF4986A76,61gdPddDxtQcBdQycs15Z8UhYHl2,2152499003,0,0,1,18,0,0,1,1,0,1
