session_id,completed_transaction
1661516763.0,0
1661495705.0,0
1661958852.0,0
1656311064.0,0
1664185206.0,0
1664794073.0,0
1657643364.0,0
1656073088.0,0
1663772887.0,0
1664284588.0,0
1657272670.0,0
1656571230.0,0
1655740880.0,0
1661351776.0,0
1658569626.0,0
1657272597.0,0
1656326327.0,0
1656065302.0,0
1656086512.0,0
1656426924.0,0
1655976148.0,0
1656082534.0,0
1655820616.0,0
1655791067.0,0
1655809063.0,0
1663850871.0,0
1655916068.0,1
1655815738.0,0
1656334156.0,0
1655886497.0,0
1662555012.0,0
1662539695.0,0
1662475080.0,0
1662381084.0,0
1659704646.0,0
1659645750.0,0
1657212997.0,0
1662718507.0,0
1661348756.0,0
1662113277.0,0
1661953716.0,0
1663238024.0,0
1661516746.0,0
1663233063.0,0
1661358574.0,0
1662384690.0,0
1662636894.0,0
1662049428.0,0
1662474843.0,0
1662456800.0,0
1662564894.0,0
1663073156.0,0
1662629150.0,0
1662040379.0,0
1663229425.0,0
1662568655.0,0
1654766424.0,0
1652089079.0,0
1652890460.0,0
1651147708.0,0
1654771978.0,0
1658831459.0,0
1659637153.0,0
1657227022.0,0
1658417931.0,0
1654763177.0,0
1653592327.0,0
1648724536.0,0
1651751253.0,0
1657022390.0,0
1651583209.0,0
1663751844.0,0
1648997558.0,0
1648469956.0,0
1663678268.0,0
1663752500.0,0
1662712691.0,0
1655460692.0,0
1655478419.0,0
1660816684.0,0
1660739569.0,0
1661429309.0,0
1658999316.0,0
1659625306.0,0
1662568329.0,0
1659002539.0,0
1658998522.0,0
1664379019.0,0
1664375818.0,0
0.0,0
1664364244.0,0
1664360598.0,0
1655454704.0,0
1658320716.0,0
1662718643.0,0
1664197449.0,0
1663754764.0,0
1658999210.0,0
1659002726.0,0
1659004994.0,0
1659181922.0,0
1657115562.0,0
1660300631.0,0
1660218442.0,0
1661687859.0,0
1649137508.0,0
1661876010.0,0
1661335326.0,0
1661533787.0,0
1661333033.0,0
1662501578.0,0
1661423965.0,1
1661436344.0,0
1661432235.0,0
1661420172.0,0
1662108154.0,1
1660753183.0,0
1662359147.0,0
1662371669.0,0
1661350377.0,0
1661324496.0,0
1661327435.0,0
1661360455.0,0
1661334097.0,0
1661515603.0,0
1661451540.0,1
1661437284.0,1
1661503552.0,0
1661935047.0,0
1662127677.0,0
1660813759.0,0
1660836230.0,0
1661174197.0,0
1661162675.0,0
1661170352.0,0
1661185439.0,0
1662371786.0,0
1661263668.0,0
1661842205.0,0
1660905960.0,0
1662036099.0,0
1660145131.0,0
1660313811.0,0
1660924344.0,0
1661429408.0,0
1661962218.0,0
1661440879.0,1
1661263773.0,0
1660128573.0,0
1660218276.0,0
1660229966.0,0
1660133987.0,0
1660288691.0,0
1660225772.0,0
1656938757.0,0
1656510843.0,0
1662718596.0,0
1658993847.0,0
1658951537.0,0
1658848007.0,0
1648801634.0,0
1660729279.0,0
1659608070.0,0
1659349144.0,0
1658906134.0,0
1659342679.0,0
1658848048.0,0
1658764397.0,0
1662569323.0,0
1658752937.0,0
1658832968.0,1
1664303802.0,0
1648559448.0,0
1648547259.0,0
1650971078.0,0
1649163476.0,0
1657103416.0,0
1650364006.0,0
1649755930.0,0
1648731188.0,0
1655163014.0,0
1649362693.0,0
1650984159.0,0
1650620163.0,0
1650451237.0,0
1648728615.0,0
1651148298.0,0
1660800335.0,0
1664460806.0,0
1665335014.0,0
1664502735.0,0
1664457642.0,0
1654593588.0,0
1652899956.0,0
1663941739.0,0
1655745880.0,0
1664376085.0,0
1655796389.0,0
1663944089.0,0
1663946290.0,0
1655739480.0,0
1659517933.0,0
1659603960.0,0
1659687901.0,0
1661361456.0,0
1657183919.0,0
1657105937.0,0
1657634230.0,0
1657116543.0,0
1657124343.0,0
1657186731.0,0
1657095136.0,0
1657019702.0,0
1658134670.0,0
1657034275.0,0
1657625514.0,0
1657028582.0,0
1657201011.0,0
1659544517.0,0
1659531103.0,0
1665050872.0,0
1658438123.0,0
1663936054.0,0
1662624958.0,0
1663502087.0,0
1664392565.0,0
1665168886.0,0
1660680491.0,0
1664268496.0,0
1655461468.0,0
1652892942.0,0
1652899784.0,0
1657696544.0,0
1650978877.0,0
1651600178.0,0
1653335019.0,0
1653325199.0,0
1651580901.0,0
1650970594.0,0
1651126668.0,0
1653410843.0,0
1648796109.0,0
1657698087.0,0
1653403202.0,0
1664197029.0,0
1659434619.0,0
1659437835.0,0
1658999314.0,0
1659085650.0,0
1659109971.0,0
1659106525.0,0
1659515146.0,0
1659346558.0,1
1659342498.0,0
1663066036.0,0
1663866605.0,0
1664378848.0,0
1663947091.0,0
1663942534.0,0
1662391024.0,0
1657269214.0,0
1656690772.0,0
1657272252.0,0
1655480959.0,0
1657284526.0,0
1657287415.0,0
1657290604.0,0
1655715814.0,0
1656684716.0,0
1655482100.0,0
1657948137.0,0
1657185469.0,0
1655390752.0,0
1656072842.0,0
1655375996.0,0
1657551888.0,0
1657536013.0,0
1657563359.0,0
1657545351.0,0
1655393727.0,0
1658902950.0,0
1657634792.0,0
1655481498.0,0
1655731598.0,0
1655387172.0,0
1657720904.0,0
1655745648.0,0
1657697756.0,0
1655736067.0,0
1657615144.0,0
1657625698.0,0
1657634724.0,0
1656602951.0,0
1657639514.0,0
1656606091.0,0
1655381052.0,0
1657654899.0,0
1658079132.0,0
1656569519.0,0
1656667695.0,0
1659530488.0,0
1657115083.0,0
1656593264.0,0
1656575509.0,0
1651852425.0,0
1657178494.0,0
1656588916.0,0
1651148246.0,0
1664379659.0,0
1659611466.0,0
1659617422.0,0
1660118819.0,0
1659518798.0,0
1657114346.0,0
1662569675.0,0
1653038730.0,0
1653906505.0,0
1661422106.0,1
1650546975.0,0
1654465278.0,0
1653993272.0,0
1651876526.0,0
1649855324.0,0
1657106017.0,0
1658927065.0,0
1658494234.0,0
1659706741.0,0
1657628609.0,0
1660300380.0,0
1659970720.0,0
1660745597.0,0
1660740022.0,0
1660663406.0,0
1659542983.0,0
1659015304.0,0
1659099099.0,1
1659018484.0,1
1656490498.0,0
1657106806.0,0
1656496185.0,0
1656672717.0,0
1656663706.0,0
1657023054.0,0
1657111296.0,0
1657184639.0,0
1657096470.0,0
1651330708.0,0
1649858544.0,0
1649855596.0,0
1664197737.0,0
1665055639.0,0
1650026444.0,0
1653992779.0,0
1654693956.0,0
1654529493.0,0
1648800596.0,0
1648803947.0,0
1657022740.0,0
1658909684.0,0
1661338251.0,0
1655108084.0,0
1657093243.0,0
1658915489.0,0
1657022399.0,0
1660032644.0,0
1658921109.0,0
1658839809.0,0
1658828604.0,0
1658843992.0,0
1658994989.0,0
1655114375.0,0
1653571878.0,0
1661422085.0,0
1665049271.0,0
1665055233.0,0
1659364137.0,0
1659434571.0,0
1663066064.0,0
1656428434.0,0
1652283583.0,0
1652362781.0,0
1652280071.0,0
1649855310.0,0
1662390151.0,0
1661422142.0,0
1662036075.0,1
1661443088.0,0
1661931405.0,0
1661443534.0,0
1655382079.0,0
1658938493.0,1
1637169279.0,0
1661375016.0,0
1661349139.0,0
1657201040.0,0
1655381134.0,0
1655311473.0,0
1655400996.0,0
1655470531.0,0
1659694802.0,0
1658740733.0,0
1658319529.0,0
1658479953.0,0
1658508270.0,0
1657105006.0,0
1659908093.0,0
1663850051.0,0
1663278325.0,0
1663849488.0,0
1662569937.0,0
1662718639.0,0
1648725539.0,0
1655454534.0,0
1655371538.0,0
1655133944.0,0
1655376314.0,0
1655371385.0,0
1658840516.0,0
1658834926.0,0
1659137880.0,0
1660742142.0,0
1659964414.0,0
1658134542.0,0
1660664627.0,0
1660679709.0,0
1650045140.0,0
1656070526.0,0
1656943717.0,0
1656949795.0,0
1656085468.0,0
1656431392.0,0
1656505201.0,0
1656530945.0,0
1656439436.0,0
1656441282.0,0
1656536977.0,0
1657643414.0,0
1656498385.0,0
1656065812.0,0
1660665119.0,0
1656526920.0,0
1659534903.0,0
1656510838.0,0
1656491821.0,0
1656482701.0,0
1656434758.0,0
1656505336.0,0
1658319474.0,1
1665130710.0,0
1659706069.0,0
1659611426.0,0
1659614472.0,0
1659629503.0,0
1655916368.0,0
1656679676.0,0
1655906457.0,0
1657644479.0,0
1657697938.0,0
1655814847.0,0
1655803464.0,0
1655807481.0,0
1657701310.0,0
1660572001.0,0
1656570228.0,0
1656328786.0,0
1656850346.0,0
1656340436.0,0
1657712099.0,0
1656332324.0,0
1656352498.0,0
1663058453.0,0
1663759769.0,0
1663772366.0,0
1663318349.0,0
1663752414.0,0
1663238346.0,0
1663070691.0,0
1663166986.0,0
1663252859.0,0
1663749129.0,0
1663074196.0,0
1663160002.0,0
1663248028.0,0
1663142454.0,0
1663931613.0,0
1664457594.0,0
1657201035.0,0
1656153190.0,0
1665074430.0,0
1661271731.0,0
1661422362.0,0
1661186472.0,0
1661338268.0,0
1661328220.0,1
1661331766.0,1
1662647750.0,0
1661439138.0,0
1661352751.0,0
1661270989.0,0
1661429210.0,0
1661436022.0,0
1662036266.0,0
1661422216.0,0
1661334811.0,0
1664279644.0,0
1661439879.0,0
1661347510.0,0
1659535403.0,0
1651148224.0,0
1656840989.0,0
1650270949.0,0
1653591917.0,0
1652023698.0,0
1653594446.0,0
1653923932.0,0
1658396052.0,0
1654249791.0,0
1660901105.0,0
1654700329.0,0
1654872030.0,0
1649921500.0,0
1660289205.0,0
1649651559.0,0
1658732454.0,0
1652893388.0,0
1661780237.0,0
1651339968.0,0
1659790127.0,0
1654971860.0,0
1652162605.0,0
1659215349.0,0
1652099120.0,0
1660210456.0,0
1661505211.0,0
1660209033.0,0
1656434018.0,0
1660120197.0,0
1659518961.0,0
1660035064.0,0
1660311463.0,0
1657290650.0,0
1651846771.0,0
1656337846.0,0
1655214086.0,0
1656963108.0,0
1650808971.0,0
1664461748.0,0
1660739866.0,0
1663065404.0,0
1663061692.0,0
1663153393.0,0
1661271236.0,0
1659093171.0,0
1659218398.0,0
1659126909.0,0
1662031112.0,1
1660142911.0,0
1657642938.0,0
1664457661.0,0
1655458438.0,0
1664197184.0,0
1664274594.0,0
1664222454.0,0
1661169913.0,0
1661243824.0,0
1655799664.0,0
1658840956.0,0
1657104554.0,0
1661356858.0,0
1661426078.0,0
1661416126.0,0
1654706479.0,0
1653989022.0,0
1652967419.0,0
1655144461.0,0
1653922528.0,0
1655273639.0,0
1655202082.0,0
1655282290.0,0
1655277229.0,0
1653908911.0,0
1655187931.0,0
1652911041.0,0
1653379805.0,0
1652897754.0,0
1655294292.0,0
1655900795.0,0
1656493025.0,0
1656327943.0,0
1655799631.0,0
1660123669.0,0
1662388611.0,0
1662569499.0,0
1664890501.0,0
1662035542.0,0
1662040188.0,0
1661350592.0,0
1664881899.0,0
1652887356.0,0
1656080112.0,0
1655727588.0,0
1652899951.0,0
1652892025.0,0
1651225316.0,0
1654870867.0,0
1651599343.0,0
1654768566.0,0
1654770917.0,0
1649239489.0,0
1653481316.0,0
1652453219.0,0
1651147300.0,0
1649577725.0,0
1652356779.0,0
1652353775.0,0
1652964489.0,0
1652973200.0,0
1656082348.0,0
1655734683.0,0
1651568566.0,0
1656348138.0,0
1653985493.0,0
1649171758.0,0
1649158961.0,0
1648554208.0,0
1652199681.0,0
1657101102.0,0
1658841942.0,0
1653989414.0,0
1651582610.0,0
1649779865.0,0
1651047529.0,0
1664457698.0,0
1661939906.0,0
1663832473.0,0
1661244365.0,0
1661338225.0,0
1663773947.0,0
1661253078.0,0
1661325530.0,0
1663246888.0,0
1660743936.0,0
1664448340.0,0
1661337978.0,0
1660664594.0,0
1663779810.0,0
1658844907.0,0
1664378890.0,0
1663675424.0,0
1658318255.0,0
1660904296.0,0
1658830174.0,0
1658834907.0,0
1664373326.0,0
1661244509.0,0
1660895731.0,0
1659530830.0,0
1664438313.0,0
1664365907.0,0
1661244474.0,0
1660311665.0,0
1660147388.0,0
1660300692.0,0
1660635508.0,0
1660762851.0,0
1661429481.0,0
1660650445.0,0
1660566680.0,0
1660570894.0,0
1660549708.0,0
1664198400.0,0
1663073464.0,0
1662455882.0,0
1664457768.0,0
1664442377.0,0
1663762173.0,0
1661155955.0,0
1661425792.0,0
1661423008.0,0
1660740104.0,0
1660572734.0,0
1660577887.0,0
1663066124.0,0
1663061725.0,0
1662718586.0,0
1664711290.0,0
1663323371.0,0
1663259937.0,0
1653482032.0,0
1654693242.0,0
1664365797.0,0
1665047409.0,0
1664457669.0,0
1656418229.0,0
1656427729.0,0
1661331651.0,0
1659007976.0,0
1658998245.0,0
1662569603.0,0
1661846586.0,0
1661343893.0,0
1661933078.0,0
1662573096.0,0
1661938071.0,0
1658852772.0,0
1665055254.0,0
1663864228.0,0
1663848228.0,0
1663858661.0,0
1655373871.0,0
1655362773.0,0
1655302519.0,0
1662569512.0,0
1662454868.0,0
1643209228.0,0
1660831913.0,0
1660229935.0,0
1665052133.0,0
1658999239.0,0
1659543867.0,0
1659616441.0,0
1659610198.0,0
1664197323.0,0
1662467340.0,0
1659976539.0,0
1651743063.0,0
1652980562.0,0
1652976115.0,0
1662569618.0,0
1652997850.0,0
1657792612.0,0
1660725940.0,0
1655193099.0,0
1662567522.0,0
1661870065.0,0
1661936832.0,0
1661879399.0,0
1661931910.0,0
1661940246.0,0
1658416027.0,0
1654072315.0,0
1662571798.0,0
1662376356.0,0
1660636966.0,0
1661429229.0,0
1661454063.0,0
1650568540.0,0
1663758006.0,0
1659438868.0,0
1659348047.0,0
1662115590.0,0
1651131058.0,0
1657104278.0,0
1650986572.0,0
1657103087.0,0
1655284923.0,0
1650968130.0,0
1651579965.0,0
1656570199.0,0
1652109881.0,0
1655274799.0,0
1655454069.0,0
1655808979.0,0
1655450162.0,0
1655443061.0,0
1657095014.0,0
1656571105.0,0
1659616785.0,0
1663845440.0,0
1663849478.0,0
1664463498.0,0
1663264968.0,0
1664459738.0,0
1663170385.0,0
1662977553.0,0
1663838589.0,0
1662568550.0,0
1662646067.0,0
1662635844.0,0
1662572850.0,0
1662718622.0,0
1656943544.0,0
1657183884.0,0
1657034233.0,0
1657712749.0,0
1657019471.0,0
1657106218.0,0
1657095090.0,0
1657697579.0,0
1656685518.0,0
1664356629.0,0
1663672607.0,0
1660571748.0,0
1659533929.0,0
1660572170.0,0
1659360835.0,0
1659629287.0,0
1659108080.0,0
1661348053.0,0
1659599238.0,0
1659006706.0,0
1659637547.0,0
1659706807.0,0
1659614788.0,0
1659603638.0,0
1658998757.0,0
1662036820.0,0
1658952745.0,0
1662637179.0,0
1665069317.0,0
1664551618.0,0
1664291710.0,0
1665057348.0,0
1664459679.0,0
1664805679.0,0
1664412989.0,0
1659608134.0,0
1663836257.0,0
1657123052.0,0
1655716930.0,0
1655731897.0,0
1655456593.0,0
1655731295.0,0
1655735125.0,0
1655747623.0,0
1655716455.0,0
1655990383.0,0
1656675673.0,0
1656928277.0,0
1656683596.0,0
1656943541.0,0
1656932417.0,0
1656675748.0,0
1663755580.0,0
1659001465.0,0
1658998479.0,0
1657807537.0,0
1662639596.0,0
1658950631.0,0
1658931663.0,0
1655312075.0,0
1655373923.0,0
1660135744.0,0
1660118554.0,0
1659701893.0,1
1659626021.0,0
1659974162.0,0
1660033691.0,0
1660065014.0,1
1660059855.0,0
1660039607.0,0
1659962628.0,0
1659697456.0,0
1659982795.0,0
1660044185.0,0
1659609040.0,0
1655738328.0,0
1655739061.0,0
1655731724.0,0
1655736202.0,0
1649109315.0,0
1662573644.0,0
1662571192.0,0
1662571230.0,0
1657115535.0,0
1650985134.0,0
1649428965.0,0
1649692684.0,0
1649843823.0,0
1650633116.0,0
1649235651.0,0
1649246326.0,0
1650557531.0,0
1658311894.0,0
1651671328.0,0
1651667849.0,0
1653472775.0,0
1649853022.0,0
1658303664.0,0
1652871614.0,0
1652279602.0,0
1649934278.0,0
1655939966.0,0
1649936422.0,0
1648543971.0,0
1648546864.0,0
1648794460.0,0
1648802135.0,0
1648557481.0,0
1654782907.0,0
1655394315.0,0
1653324369.0,0
1654529600.0,0
1653403166.0,0
1654602439.0,0
1654620777.0,0
1652103946.0,0
1653041103.0,0
1655737058.0,0
1655728044.0,0
1655733483.0,0
1651148193.0,0
1659380014.0,0
1664909066.0,0
1656438128.0,0
1652471164.0,0
1663694906.0,0
1664300237.0,0
1662360877.0,0
1660135707.0,0
1660056027.0,0
1661261033.0,0
1659968882.0,0
1656528529.0,0
1664960433.0,0
1660830520.0,0
1657009812.0,0
1658319201.0,0
1657119081.0,0
1660832854.0,0
1664960292.0,0
1660836027.0,0
1657269606.0,0
1662108161.0,0
1661421275.0,0
1657112784.0,0
1657018900.0,0
1665049208.0,0
1658138429.0,0
1656494340.0,0
1660036420.0,0
1657999980.0,0
1660903809.0,0
1661855265.0,0
1656667546.0,0
1661858047.0,0
1661876662.0,0
1657180413.0,0
1656584341.0,0
1657741768.0,0
1660905068.0,0
1661851398.0,0
1662454692.0,0
1655799594.0,0
1657838691.0,0
1660127440.0,0
1657920433.0,0
1660911066.0,0
1657699585.0,0
1658163618.0,0
1662540941.0,0
1664980036.0,0
1664197552.0,0
1648470442.0,0
1660055688.0,0
1659947281.0,0
1659429149.0,0
1658743718.0,0
1658831057.0,0
1660135936.0,0
1659528729.0,0
1659342711.0,0
1658828113.0,0
1659523215.0,0
1659511855.0,0
1659350274.0,0
1658839866.0,0
1659945082.0,0
1658489297.0,0
1659097730.0,0
1658917800.0,0
1658915579.0,0
1658909030.0,0
1659599342.0,0
1659694777.0,0
1659697388.0,0
1659081790.0,0
1659618418.0,0
1658754067.0,0
1663686241.0,0
1663689672.0,0
1659608141.0,0
1659438997.0,0
1655381497.0,0
1655455622.0,0
1655727713.0,0
1655449343.0,0
1655387061.0,0
1655721718.0,0
1648560410.0,0
1649324023.0,0
1662569437.0,0
1659618408.0,0
1649669207.0,0
1651148774.0,0
1651662208.0,0
1663788858.0,0
1663769898.0,1
1663843676.0,0
1663847260.0,0
1663766642.0,0
1664198519.0,0
1663671243.0,0
1663683307.0,0
1662644970.0,0
1662648432.0,0
1663751158.0,0
1664882175.0,0
1663764497.0,0
1664269597.0,0
1664879704.0,0
1665059582.0,0
1664272888.0,0
1664266946.0,0
1658320748.0,0
1651231856.0,0
1651149081.0,0
1652892992.0,0
1658399508.0,0
1657718077.0,0
1664890801.0,0
1657742189.0,0
1661251599.0,0
1658501659.0,0
1664866144.0,0
1662721612.0,0
1657710752.0,0
1665132483.0,0
1665126569.0,0
1660924910.0,0
1660892945.0,0
1662573357.0,0
1658315577.0,0
1662566384.0,1
1661526912.0,0
1658415551.0,0
1658323203.0,0
1660851167.0,0
1662737730.0,0
1658409744.0,0
1662718174.0,0
1662710815.0,0
1658929222.0,0
1651148221.0,0
1651526270.0,0
1659905551.0,0
1664534277.0,0
1655460583.0,0
1662030591.0,1
1664401629.0,0
1664823469.0,0
1663070683.0,0
1663237060.0,0
1664454238.0,0
1664465119.0,0
1664460469.0,0
1664457550.0,0
1664198720.0,0
1664460299.0,0
1664442830.0,0
1664438769.0,0
1664453596.0,0
1664202828.0,0
1663934679.0,0
1665065500.0,0
1664355504.0,0
1664279629.0,0
1664284223.0,0
1664266402.0,0
1664965185.0,0
1664380805.0,0
1665049222.0,0
1665043858.0,0
1664374698.0,0
1663836315.0,0
1663833925.0,0
1660567681.0,0
1662572211.0,0
1655844581.0,0
1655808499.0,0
1664529044.0,0
1659600158.0,0
1662712815.0,0
1662719332.0,0
1661256221.0,0
1661239985.0,0
1660059053.0,0
1660054485.0,0
1660909331.0,0
1660918741.0,0
1663145257.0,0
1659001698.0,0
1662722435.0,0
1662987907.0,0
1662975389.0,0
1664366583.0,0
1664358579.0,0
1660031235.0,0
1661253413.0,0
1662709183.0,0
1660635851.0,0
1664537671.0,0
1659342610.0,0
1661153584.0,0
1659535326.0,0
1664442456.0,0
1659529302.0,0
1659433491.0,0
1660116383.0,0
1659429093.0,0
1659426024.0,0
1660724360.0,0
1660572756.0,0
1660566339.0,0
1664268497.0,0
1664270812.0,0
1659353915.0,0
1663236726.0,0
1663059568.0,0
1664736298.0,0
1664196578.0,0
1659536795.0,0
1661422626.0,1
1662030878.0,0
1661876005.0,0
1663164799.0,0
1659621220.0,0
1662554357.0,0
1659630047.0,0
1659627144.0,0
1659014019.0,0
1658993593.0,0
1659010754.0,0
1659636250.0,0
1660933439.0,0
1658996759.0,1
1656510555.0,0
1656425667.0,0
1656518817.0,0
1651760641.0,0
1651748337.0,0
1651757768.0,0
1655311517.0,0
1655456256.0,0
1655392202.0,0
1662567623.0,0
1662459169.0,0
1660572241.0,0
1662389839.0,0
1662374083.0,0
1662397452.0,0
1662470460.0,0
1662384706.0,0
1649242397.0,0
1649172281.0,0
1648547138.0,0
1649671496.0,0
1649680780.0,0
1649849240.0,0
1649852997.0,0
1649860604.0,0
1648544397.0,0
1649159746.0,0
1649752999.0,0
1659097441.0,0
1662987044.0,0
1662563528.0,0
1662977817.0,0
1662625487.0,0
1662630954.0,0
1662568914.0,0
1662637234.0,0
1663758233.0,0
1659097444.0,0
1659102523.0,0
1659359701.0,0
1659098838.0,0
1659106449.0,0
1653993445.0,0
1663943015.0,0
1665160696.0,0
1655762264.0,0
1661119058.0,0
1660787108.0,0
1660787006.0,0
1657252575.0,0
1655309632.0,0
1655297607.0,0
1660896920.0,0
1659679992.0,0
1660636886.0,0
1659521083.0,0
1660575814.0,0
1657117132.0,0
1655753974.0,0
1663881512.0,0
1663845896.0,0
1664267097.0,0
1664197726.0,0
1664201897.0,0
1664200244.0,0
1661876003.0,0
1661866870.0,0
1655270384.0,0
1656058801.0,0
1662030599.0,0
1661357625.0,0
1663164822.0,0
1661436084.0,0
1662718407.0,0
1659440632.0,0
1655458265.0,0
1658750599.0,0
1658832887.0,0
1662384805.0,0
1663842180.0,0
1663846784.0,0
1661354358.0,0
1665047985.0,0
1663267774.0,0
1663172339.0,0
1662640194.0,0
1663161621.0,0
1662459155.0,0
1664461882.0,0
1664465224.0,0
1664362424.0,0
1663335577.0,0
1662390728.0,0
1661350078.0,0
1663169324.0,0
1662386817.0,0
1661512954.0,0
1661526911.0,0
1649862714.0,0
1659587337.0,0
1650150017.0,0
1658472983.0,0
1649855316.0,0
1658457686.0,0
1658457629.0,0
1658500947.0,0
1658500957.0,0
1664527155.0,0
1665143869.0,0
1665144902.0,0
1665152900.0,0
1657882807.0,0
1659695671.0,0
1660918488.0,0
1660898317.0,0
1660297943.0,0
1660279041.0,0
1656080892.0,0
1656081360.0,0
1655762269.0,0
1655706974.0,0
1655758033.0,0
1655758056.0,0
1655762268.0,0
1655716807.0,0
1658169681.0,0
1656958930.0,0
1656960317.0,0
1656960330.0,0
1656972905.0,0
1656931343.0,0
1662390054.0,0
1662405754.0,0
1659947512.0,0
1657506131.0,0
1658761665.0,0
1659346167.0,0
1661183628.0,0
1655710424.0,0
1652133418.0,0
1659961518.0,0
1650844324.0,0
1659365918.0,0
1654521899.0,0
1657438053.0,0
1664126222.0,0
1658074545.0,0
1658074598.0,0
1655594305.0,0
1659895591.0,0
1659860465.0,0
1656261120.0,0
1655843099.0,0
1655203130.0,0
1656390281.0,0
1656435868.0,0
1664881831.0,0
1657650097.0,0
1657643467.0,0
1658845192.0,0
1658850755.0,0
1658840708.0,0
1658845398.0,0
1658865045.0,0
1663061615.0,0
1663061053.0,0
1663061683.0,0
1639133729.0,0
1653989449.0,0
1655827515.0,0
1657642805.0,0
1658852994.0,0
1651909160.0,0
1656744177.0,0
1656167530.0,0
1655532958.0,0
1655587335.0,0
1655518713.0,0
1653760860.0,0
1656146701.0,0
1660814065.0,0
1660787107.0,0
1658361870.0,0
1658406247.0,0
1660231832.0,0
1661417926.0,0
1659615411.0,0
1655377758.0,0
1655387290.0,0
1655392678.0,0
1664456537.0,0
1664457400.0,0
1656601192.0,0
1662637069.0,0
1663848733.0,0
1657807720.0,0
1663248585.0,0
1657204087.0,0
1657149046.0,0
1657168493.0,0
1657182695.0,0
1651743230.0,0
1662009122.0,0
1662029856.0,0
1659019083.0,0
1660832025.0,0
1659628676.0,0
1655391482.0,0
1651144538.0,0
1663220194.0,0
1659027506.0,0
1655325313.0,0
1655321696.0,0
1655321646.0,0
1655321149.0,0
1655322535.0,0
1659528766.0,0
1659502069.0,0
1656457834.0,0
1656525970.0,0
1656457833.0,0
1656523530.0,0
1660706754.0,0
1649237949.0,0
1648664977.0,0
1662558763.0,0
1664984572.0,0
1663162163.0,0
1651672780.0,0
1651671034.0,0
1652900566.0,0
1657134881.0,0
1657134883.0,0
1664365818.0,0
1658305668.0,0
1658329914.0,0
1663758231.0,0
1658939737.0,0
1652303575.0,0
1655310877.0,0
1660717975.0,0
1649241890.0,0
1660141439.0,0
1663753470.0,0
1663764780.0,0
1653514045.0,0
